Image Src,Gift Card,Variant Compare At Price,Option2 Name,Option1 Name,Title,Option3 Name,Variant SKU,Google Shopping / Custom Product,Variant Inventory Tracker,Variant Taxable,Google Shopping / AdWords Grouping,Type,Google Shopping / MPN,Image Alt Text,Vendor,Variant Image,Tags,Google Shopping / Custom Label 3,Google Shopping / Custom Label 2,Variant Grams,Google Shopping / Custom Label 0,Google Shopping / Custom Label 4,Google Shopping / Age Group,Google Shopping / Custom Label 1,Variant Requires Shipping,Google Shopping / Google Product Category,Variant Weight Unit,Google Shopping / AdWords Labels,SEO Title,Google Shopping / Condition,Body(HTML),Published,Handle,Variant Barcode,Variant Inventory Qty,Variant Inventory Policy,Option3 Value,SEO Description,Google Shopping / Gender,Variant Price,Option2 Value,Option1 Value,Variant Fulfillment Service
,,,,Part Number,"OBSOLETE ZIPPY WASHER, TEFLON W83033",,ZOD_W83033,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,"OBSOLETE ZIPPY WASHER, TEFLON W83033",,,TRUE,Zodiac W83033,None,0,deny,,"OBSOLETE ZIPPY WASHER, TEFLON W83033 OBSOLETE ZIPPY WASHER, TEFLON",,None,,W83033,manual
,,,,Part Number,OBSOLETE SPUR BALL W82505,,ZOD_W82505,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE SPUR BALL W82505,,,TRUE,Zodiac W82505,None,0,deny,,OBSOLETE SPUR BALL W82505 OBSOLETE SPUR BALL,,None,,W82505,manual
,,,,Part Number,OBSOLETE SCREEN W82421,,ZOD_W82421,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE SCREEN W82421,,,TRUE,Zodiac W82421,None,0,deny,,OBSOLETE SCREEN W82421 OBSOLETE SCREEN,,None,,W82421,manual
,,,,Part Number,Zodiac Ranger Diaphragm Chamber W81741,,ZOD_W81741,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.1,,Zodiac Ranger Diaphragm Chamber W81741,,,TRUE,Zodiac W81741,7.46824E+11,5,deny,,Zodiac Ranger Diaphragm Chamber W81741 DIAPHAGM CHAMBER,,14.42,,W81741,manual
,,,,Part Number,Zodiac Aboveground Cassette Diaphragm W81710,,ZOD_W81710,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.1,,Zodiac Aboveground Cassette Diaphragm W81710,,,TRUE,Zodiac W81710,7.46824E+11,5,deny,,"Zodiac Aboveground Cassette Diaphragm W81710 DIAPHRAGM, BEIGE",,30.91,,W81710,manual
,,,,Part Number,Zodiac Inground Diaphragm AIB W81701,,ZOD_W81701,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.1,,Zodiac Inground Diaphragm AIB W81701,,,TRUE,Zodiac W81701,7.46824E+11,5,deny,,"Zodiac Inground Diaphragm AIB W81701 AIB DIAPHRAGM, CLEAR WHITE ",,32.66,,W81701,manual
,,,,Part Number,retaining ring w81600,,ZOD_w81600,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,retaining ring w81600,,,TRUE,Zodiac w81600,None,0,deny,,retaining ring w81600 retaining ring,,None,,w81600,manual
,,,,Part Number,Zodiac Retaining Ring W81600,,ZOD_W81600,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.1,,Zodiac Retaining Ring W81600,,,TRUE,Zodiac W81600,7.46824E+11,5,deny,,Zodiac Retaining Ring W81600 DIAPHRAGM RETAINING RING,,3.4,,W81600,manual
,,,,Part Number,OBSOLETE FLOAT W80525,,ZOD_W80525,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE FLOAT W80525,,,TRUE,Zodiac W80525,None,0,deny,,OBSOLETE FLOAT W80525 OBSOLETE FLOAT,,None,,W80525,manual
,,,,Part Number,OBSOLETE FLOAT CHAMBER W80520,,ZOD_W80520,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE FLOAT CHAMBER W80520,,,TRUE,Zodiac W80520,None,0,deny,,OBSOLETE FLOAT CHAMBER W80520 OBSOLETE FLOAT CHAMBER,,None,,W80520,manual
