sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
WAT_519-9557	806105097712	3	35.31	31.74	743.51	11	0	a							30	
WAT_210-6091B	806105195722	3	15.23	13.81	321.83	11	0	a							30	
WAT_212-8581-DSG7G	806105294272	3	23.7	21.38	499.7	11	0	a							30	
WAT_400-1410C	806105080004	3	3.62	3.45	78.02	11	0	a							30	
WAT_400-1410A	806105079954	3	3.88	3.67	83.48	11	0	a							30	
WAT_3410413-2041	806105068033	3	243.19	217.35	5108.99	11	0	a							30	
SUP_805-0112	806105129345	3	2.21	2.19	48.41	11	0	a							30	
WAT_400-1410E	806105080042	3	3.62	3.45	78.02	11	0	a							30	
WAT_400-1410D	806105080028	3	3.62	3.45	78.02	11	0	a							30	
WAT_3420612-1524	806105072337	3	319.38	285.38	6708.98	11	0	a							30	
SUP_319-3290	806105513960	3	16.81	15.22	355.01	11	0	a							30	
WAT_212-7747G	806105034045	3	15.85	14.36	334.85	11	0	a							30	
