sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
UNI_C-8320	678285180030	3	53.09	47.51	71.7	11	0	a							30	
UNI_S-7131	678285600170	3	15.14	13.63	20.19	11	0	a							30	
UNI_C-5326	678285150057	3	27.78	24.91	37.35	11	0	a							30	
UNI_6CH-352	678285260152	3	30.48	27.32	41.01	11	0	a							30	
UNI_5CH-35	678285250016	3	21.89	19.65	29.35	11	0	a							30	
UNI_C-9490	678285190411	3	66.98	59.91	90.55	11	0	a							30	
UNI_C-4950	678285140539	3	21.43	19.24	28.72	11	0	a							30	
UNI_C-9499	678285190176	3	67.88	60.71	91.76	11	0	a							30	
UNI_C-9498	678285190428	3	102.49	91.61	138.73	11	0	a							30	
UNI_FG-3009	678285300223	3	17.45	15.69	23.33	11	0	a							30	
UNI_FG-3008	678285300216	3	12.73	11.48	16.92	11	0	a							30	
UNI_C-3608	678285130011	3	10.56	9.54	13.98	11	0	a							30	
UNI_FG-3005	678285300209	3	11.6	10.46	15.38	11	0	a							30	
UNI_C-6605	678285160148	3	44.69	40.01	60.3	11	0	a							30	
UNI_C-6603	678285160131	3	26.91	24.14	36.17	11	0	a							30	
UNI_C-6601	678285160117	3	30.16	27.04	40.58	11	0	a							30	
UNI_C-6600	678285160100	3	32.88	29.46	44.26	11	0	a							30	
UNI_7CH-90	678285270106	3	42.16	37.75	56.86	11	0	a							30	
UNI_4CH-19	678285240017	3	15.31	13.78	20.42	11	0	a							30	
UNI_FG-3919	678285300360	3	24.55	22.02	32.96	11	0	a							30	
UNI_FG-3911	678285300315	3	17.63	15.85	23.57	11	0	a							30	
UNI_FG-3913	678285300339	3	29.66	26.59	39.89	11	0	a							30	
UNI_FG-3912	678285300322	3	18.71	16.81	25.04	11	0	a							30	
UNI_FG-3917	678285300353	3	20.78	18.66	27.85	11	0	a							30	
UNI_FG-3916	678285300346	3	24.74	22.2	33.22	11	0	a							30	
UNI_8CH-852AM	678285280082	3	76.87	68.74	103.96	11	0	a							30	
UNI_FG-1048	678285300087	3	22.49	20.19	30.16	11	0	a							30	
UNI_4CH-65	678285240086	3	30.64	27.46	41.22	11	0	a							30	
UNI_C-7301	678285170017	3	47.12	42.17	63.59	11	0	a							30	
UNI_C-7302	678285170024	3	55.98	50.09	75.61	11	0	a							30	
UNI_C-7487-4	678285171380	3	180.7	161.45	244.88	11	0	a							30	
UNI_C-5601	678285150224	3	15.64	14.08	20.87	11	0	a							30	
UNI_C-7483-4	678285171373	3	142.67	127.49	193.26	11	0	a							30	
UNI_S-2000	678285600132	3	13.7	12.34	18.23	11	0	a							30	
UNI_C-7419	678285170208	3	76.96	68.83	104.09	11	0	a							30	
UNI_C-7415	678285170161	3	43.13	38.61	58.17	11	0	a							30	
UNI_C-7417	678285170185	3	37.22	33.34	50.15	11	0	a							30	
UNI_C-7416	678285170178	3	54.35	48.64	73.41	11	0	a							30	
UNI_C-8409	678285180115	3	47.13	42.19	63.61	11	0	a							30	
UNI_C-5350	678285150088	3	38.73	34.69	52.2	11	0	a							30	
UNI_C-5351	678285150415	3	61.41	54.94	82.98	11	0	a							30	
UNI_C-8403	678285180085	3	83.24	74.42	112.61	11	0	a							30	
UNI_C-7605	678285170680	3	34.32	30.75	46.22	11	0	a							30	
UNI_C-7606	678285170697	3	46.68	41.79	63.0	11	0	a							30	
UNI_C-7607	678285170703	3	87.46	78.2	118.34	11	0	a							30	
UNI_C-8405	678285180092	3	131.24	117.29	177.76	11	0	a							30	
UNI_S-7172	678285600255	3	18.07	16.24	24.16	11	0	a							30	
UNI_FS-3053	678285400077	3	221.93	198.26	300.84	11	0	a							30	
UNI_C-4995	678285140560	3	37.75	33.81	50.88	11	0	a							30	
UNI_C-4999	678285140577	3	40.76	36.5	54.96	11	0	a							30	
UNI_6CH-50	678285260060	3	29.14	26.13	39.19	11	0	a							30	
UNI_UHD-SR100	678285190299	3	58.09	51.98	78.48	11	0	a							30	
UNI_C-9405	678285190046	3	37.83	33.89	50.99	11	0	a							30	
UNI_C-7469-4	678285171311	3	134.69	120.36	182.43	11	0	a							30	
UNI_C-5434	678285150217	3	36.31	32.52	48.92	11	0	a							30	
UNI_FG-1003	678285300025	3	11.82	10.66	15.69	11	0	a							30	
UNI_FG-1002	678285300018	3	9.08	8.21	11.96	11	0	a							30	
UNI_FG-1005	678285300049	3	17.95	16.14	24.01	11	0	a							30	
UNI_FG-1004	678285300032	3	14.57	13.11	19.41	11	0	a							30	
UNI_FG-1006	678285300056	3	20.56	18.46	27.54	11	0	a							30	
UNI_C-8610	678285180184	3	57.06	51.05	77.08	11	0	a							30	
UNI_T-380	678285120029	3	4.12	3.79	5.24	11	0	a							30	
UNI_C-9699	678285190220	3	61.1	54.66	82.57	11	0	a							30	
UNI_C-6980	678285160285	3	88.44	79.08	119.67	11	0	a							30	
