Feed Processing Summary:
	Number of records processed		916
	Number of records successful		462

original-record-number	sku	error-code	error-type	error-message
536	VAL_V40-600	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
537	VAL_V20-510	8560	Error	SKU VAL_V20-510, Missing Attributes product_type. SKU VAL_V20-510 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
537	VAL_V20-510	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
537	VAL_V20-510	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
538	VAL_V40-601	8560	Error	SKU VAL_V40-601, Missing Attributes product_type. SKU VAL_V40-601 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
538	VAL_V40-601	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
538	VAL_V40-601	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
54	VAL_V50-111S	8058	Error	The following attributes are missing for SKU: [VAL_V50-111S]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
54	VAL_V50-111S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
540	VAL_V40-432	8560	Error	SKU VAL_V40-432, Missing Attributes product_type. SKU VAL_V40-432 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
540	VAL_V40-432	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
540	VAL_V40-432	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
542	VAL_11910000	8560	Error	SKU VAL_11910000, Missing Attributes product_type. SKU VAL_11910000 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
542	VAL_11910000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
542	VAL_11910000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
543	VAL_V50-113S	8058	Error	The following attributes are missing for SKU: [VAL_V50-113S]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
543	VAL_V50-113S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
545	VAL_92200010S	8560	Error	SKU VAL_92200010S, Missing Attributes product_type. SKU VAL_92200010S does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
545	VAL_92200010S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
545	VAL_92200010S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
546	VAL_V40-300S	8058	Error	The following attributes are missing for SKU: [VAL_V40-300S]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
546	VAL_V40-300S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
547	VAL_V38-196	8560	Error	SKU VAL_V38-196, Missing Attributes product_type. SKU VAL_V38-196 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
547	VAL_V38-196	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
547	VAL_V38-196	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
548	VAL_V20-196	8560	Error	SKU VAL_V20-196, Missing Attributes product_type. SKU VAL_V20-196 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
548	VAL_V20-196	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
548	VAL_V20-196	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
549	VAL_V20-197	8560	Error	SKU VAL_V20-197, Missing Attributes product_type. SKU VAL_V20-197 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
549	VAL_V20-197	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
549	VAL_V20-197	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
55	VAL_V38-222	8026	Error	You are not authorized to list products in this category. To sell products in this category you need to obtain approval by following the instructions given here:http://sellercentral.amazon.com/gp/help/200333160
550	VAL_V20-194	8560	Error	SKU VAL_V20-194, Missing Attributes product_type. SKU VAL_V20-194 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
550	VAL_V20-194	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
550	VAL_V20-194	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
551	VAL_V20-195	8560	Error	SKU VAL_V20-195, Missing Attributes product_type. SKU VAL_V20-195 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
551	VAL_V20-195	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
551	VAL_V20-195	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
554	VAL_11003000	8560	Error	SKU VAL_11003000, Missing Attributes product_type. SKU VAL_11003000 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
554	VAL_11003000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
554	VAL_11003000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
555	VAL_V40-616-LE	8560	Error	SKU VAL_V40-616-LE, Missing Attributes product_type. SKU VAL_V40-616-LE does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
555	VAL_V40-616-LE	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
555	VAL_V40-616-LE	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
558	VAL_V40-477-3	8560	Error	SKU VAL_V40-477-3, Missing Attributes product_type. SKU VAL_V40-477-3 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
558	VAL_V40-477-3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
558	VAL_V40-477-3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
56	VAL_V38-221	8026	Error	You are not authorized to list products in this category. To sell products in this category you need to obtain approval by following the instructions given here:http://sellercentral.amazon.com/gp/help/200333160
56	VAL_V38-221	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
56	VAL_V38-221	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
561	VAL_91140150	8560	Error	SKU VAL_91140150, Missing Attributes product_type. SKU VAL_91140150 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
561	VAL_91140150	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
561	VAL_91140150	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
562	VAL_V22-121	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
562	VAL_V22-121	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
563	VAL_V22-123	8560	Error	SKU VAL_V22-123, Missing Attributes product_type. SKU VAL_V22-123 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
563	VAL_V22-123	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
563	VAL_V22-123	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
564	VAL_159200	8560	Error	SKU VAL_159200, Missing Attributes product_type. SKU VAL_159200 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
564	VAL_159200	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
564	VAL_159200	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
565	VAL_V26-354	8026	Error	You are not authorized to list products in this category. To sell products in this category you need to obtain approval by following the instructions given here:http://sellercentral.amazon.com/gp/help/200333160
568	VAL_V38-143S	8560	Error	SKU VAL_V38-143S, Missing Attributes product_type. SKU VAL_V38-143S does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
568	VAL_V38-143S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
568	VAL_V38-143S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
57	VAL_V38-220	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
57	VAL_V38-220	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
572	VAL_V26-358	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
572	VAL_V26-358	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
573	VAL_V26-359	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
573	VAL_V26-359	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
574	VAL_V50-300	8541	Error	The SKU data provided conflicts with the Amazon catalog. The item_id value(s) provided correspond to the ASIN  B004SR0WZE, but some information contradicts with the Amazon catalog. The following are the attribute value(s) that are conflicting: standard_product_id (Merchant: '00811636024182' / Amazon: '00788457575479'). If your product is this ASIN, then modify your data to reflect the Amazon catalog values. Else, check your value(s) for item_id are correct. 
574	VAL_V50-300	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
574	VAL_V50-300	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
576	VAL_V50-400	8058	Error	The following attributes are missing for SKU: [VAL_V50-400]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
576	VAL_V50-400	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
577	VAL_10131010	8560	Error	SKU VAL_10131010, Missing Attributes product_type. SKU VAL_10131010 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
577	VAL_10131010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
577	VAL_10131010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
578	VAL_V50-115GR	8560	Error	SKU VAL_V50-115GR, Missing Attributes product_type. SKU VAL_V50-115GR does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
578	VAL_V50-115GR	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
578	VAL_V50-115GR	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
58	VAL_V50-105	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
58	VAL_V50-105	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
584	VAL_V36-190	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
584	VAL_V36-190	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
586	VAL_V40-477-T3	8560	Error	SKU VAL_V40-477-T3, Missing Attributes product_type. SKU VAL_V40-477-T3 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
586	VAL_V40-477-T3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
586	VAL_V40-477-T3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
589	VAL_V38-115	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
589	VAL_V38-115	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
59	VAL_V40-505-T	8560	Error	SKU VAL_V40-505-T, Missing Attributes product_type. SKU VAL_V40-505-T does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
59	VAL_V40-505-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
59	VAL_V40-505-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
591	VAL_V40-301	8560	Error	SKU VAL_V40-301, Missing Attributes product_type. SKU VAL_V40-301 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
591	VAL_V40-301	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
591	VAL_V40-301	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
592	VAL_V40-300	8058	Error	The following attributes are missing for SKU: [VAL_V40-300]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
592	VAL_V40-300	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
593	VAL_V20-860	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
593	VAL_V20-860	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
594	VAL_V55-120	8560	Error	SKU VAL_V55-120, Missing Attributes product_type. SKU VAL_V55-120 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
594	VAL_V55-120	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
594	VAL_V55-120	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
596	VAL_V40-479-T	8560	Error	SKU VAL_V40-479-T, Missing Attributes product_type. SKU VAL_V40-479-T does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
596	VAL_V40-479-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
596	VAL_V40-479-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
598	VAL_V40-506-5	8560	Error	SKU VAL_V40-506-5, Missing Attributes product_type. SKU VAL_V40-506-5 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
598	VAL_V40-506-5	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
598	VAL_V40-506-5	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
599	VAL_V40-477-T	8560	Error	SKU VAL_V40-477-T, Missing Attributes product_type. SKU VAL_V40-477-T does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
599	VAL_V40-477-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
599	VAL_V40-477-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
6	VAL_V30-503S	8560	Error	SKU VAL_V30-503S, Missing Attributes product_type. SKU VAL_V30-503S does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
6	VAL_V30-503S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
6	VAL_V30-503S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
600	VAL_V50-125	8058	Error	The following attributes are missing for SKU: [VAL_V50-125]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
600	VAL_V50-125	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
604	VAL_V20-803-L	8560	Error	SKU VAL_V20-803-L, Missing Attributes product_type. SKU VAL_V20-803-L does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
604	VAL_V20-803-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
604	VAL_V20-803-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
605	VAL_V40-601-LE	8560	Error	SKU VAL_V40-601-LE, Missing Attributes product_type. SKU VAL_V40-601-LE does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
605	VAL_V40-601-LE	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
605	VAL_V40-601-LE	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
607	VAL_V20-309	8560	Error	SKU VAL_V20-309, Missing Attributes product_type. SKU VAL_V20-309 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
607	VAL_V20-309	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
607	VAL_V20-309	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
608	VAL_V20-307	8560	Error	SKU VAL_V20-307, Missing Attributes product_type. SKU VAL_V20-307 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
608	VAL_V20-307	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
608	VAL_V20-307	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
609	VAL_V20-306	8560	Error	SKU VAL_V20-306, Missing Attributes product_type. SKU VAL_V20-306 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
609	VAL_V20-306	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
609	VAL_V20-306	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
61	VAL_V40-506-T	8560	Error	SKU VAL_V40-506-T, Missing Attributes product_type. SKU VAL_V40-506-T does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
61	VAL_V40-506-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
61	VAL_V40-506-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
610	VAL_V20-305	8560	Error	SKU VAL_V20-305, Missing Attributes product_type. SKU VAL_V20-305 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
