type,category,part_number,title,price,upc,weight,length,width,height,location,manufacturer
Part,Heaters,10554409,Middle Front Panel (indo ,53.98,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10554601,Lower Front Panel/Heat S ,88.31,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10554602,Lower Front Panel/Heat S ,106.7,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10554603,Lower Front Panel/Heat S ,114,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10554604,Lower Front Panel/Heat S ,136.46,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554605,Lower Front Panel/Heat S ,145.4,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554606,Lower Front Panel/Heat S ,165.13,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554607,Lower Front Panel/Heat S ,170.75,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554608,Lower Front Panel/Heat S ,191.69,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554609,Lower Front Panel/Heat S ,201.91,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10554800,EM2 Pump Control ,151.46,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10564802,Flue Collector Assy ,232.85,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10564803,Flue Collector Assy ,265.8,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10564804,Flue Collector Assy ,277.2,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10564805,Flue Collector Assy ,303.48,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568010,Top Assy ,123.16,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568201,Non-Combustible Floor Ba ,58.71,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568202,Non-Combustible Floor Ba ,117.91,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568203,Non-Combustible Floor Ba ,125.74,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568204,Non-Combustible Floor Ba ,133.04,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568205,Non-Combustible Floor Ba ,141.71,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568301,Jacket Assy ,414.57,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568302,Jacket Assy ,622.86,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568303,Jacket Assy ,467.41,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568304,Jacket Assy ,554.99,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10568305,Jacket Assy ,518.42,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10570301,"Complete Heat Exchanger, ",423.47,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10570302,"Complete Heat Exchanger, ",489.48,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10570303,"Complete Heat Exchanger, ",544.41,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10570304,"Complete Heat Exchanger, ",541.63,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10570305,"Complete Heat Exchanger, ",598.35,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571601,"Burner Tray, On/Off Stnd ",517.36,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571602,"Burner Tray, On/Off Stnd ",548.31,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571603,"Burner Tray, On/Off Stnd ",700.14,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571604,"Burner Tray, On/Off Stnd ",737.92,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571605,"Burner Tray, On/Off Stnd ",815.88,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571701,"Burner Tray, On/Off, Stn ",499.13,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571702,"Burner Tray, On/Off, Stn ",527.97,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571703,"Burner Tray, On/Off, Stn ",615.25,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571704,"Burner Tray, On/Off, Stn ",653.08,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571705,"Burner Tray, On/Off, Stn ",694.01,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571801,"Burner Tray, On/Off, IID ",564.52,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571802,"Burner Tray, On/Off, IID ",589.09,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571803,"Burner Tray, On/Off, IID ",715.68,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571804,"Burner Tray, On/Off, IID ",740.46,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571904,"Burner Tray, Mech Mod, S ","1,393.96",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10571905,"Burner Tray, Mech Mod, S ","1,422.69",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10572004,"Burner Tray, Mech Mod, S ","1,196.72",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10572005,"Burner Tray, Mech Mod, S ","1,225.43",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10572104,"Burner Tray Assy, Sys 12 ","1,271.91",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10572105,"Burner Tray Assy, Sys 12 ","1,300.65",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581500,Complete Pilot Burner As ,211.5,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581801,"Burner Tray Assy, Sys 12 ",835.41,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581802,"Burner Tray Assy, Sys 12 ",866.29,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581803,"Burner Tray Assy, Sys 12 ",905.48,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581804,"Burner Tray Assy, Sys 12 ",943.24,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10581805,"Burner Tray Assy, Sys 12 ",984.23,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10593000,Bracket ,14.03,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10593900,Bracket ,4.76,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10602301,Base/Tile Support Assy ( ,557.63,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602302,Base/Tile Support Assy ( ,574.31,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602303,Base/Tile Support Assy ( ,609.6,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602304,Base/Tile Support Assy ( ,634.53,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602305,Base/Tile Support Assy ( ,661.82,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602306,Base/Tile Support Assy ( ,709.56,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602307,Base/Tile Support Assy ( ,785.88,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602308,Base/Tile Support Assy ( ,867.19,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10602309,Base/Tile Support Assy ( ,926.92,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10607902,KIT CONV STACK VENT 600E ,644.65,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10607903,KIT OUTDOOR VENT MT0715 ,"2,102.75",7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10607904,VENT STACK OUTDOOR KIT CONVERSION 850E,882.49,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10607906,CONVERSION KIT OUTDOOR ,"1,158.20",7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10607907,VENTING KIT 1430 FIELD CONVERION,"1,457.88",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10607908,VENT KIT OUTDR STACK CONVERSION 1670,"1,390.24",7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10607909,VENTING KIT 1825 FIELD CONVERION,"1,499.27",7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10630300,Control Box Cover (outdo ,27.03,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657101,Upper Rear Louver Shield ,46.62,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657102,Upper Rear Louver Shield ,48.17,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657103,Upper Rear Louver Shield ,49.85,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657104,Upper Rear Louver Shield ,51.79,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657105,Upper Rear Louver Shield ,53.99,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657106,Upper Rear Louver Shield ,56.47,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657107,Upper Rear Louver Shield ,59.36,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657108,Upper Rear Louver Shield ,62.15,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657109,Upper Rear Louver Shield ,64.14,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657501,Left Front End Panel ,51.4,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657502,Right Front End Panel ,51.4,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10657700,Rear End Panel Left + Ri ,42.57,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658101,Rear Windshield ,88.12,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658102,Rear Windshield ,89.83,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658103,Rear Windshield ,91.69,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658104,Rear Windshield ,93.87,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658105,Rear Windshield ,96.33,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658106,Rear Windshield ,99.15,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658107,Rear Windshield ,102.4,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658108,Rear Windshield ,105.55,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658109,Rear Windshield ,107.82,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658501,Rear Base Extension ,50.41,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658502,Rear Base Extension ,51.91,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658503,Rear Base Extension ,52.69,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658504,Rear Base Extension ,55.44,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658505,Rear Base Extension ,57.65,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658506,Rear Base Extension ,60.11,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658507,Rear Base Extension ,62.97,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658508,Rear Base Extension ,65.76,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658509,Rear Base Extension ,67.72,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658701,Upper Rear Panel ,68.67,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658702,Upper Rear Panel ,71.79,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658703,Upper Rear Panel ,75.27,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658704,Upper Rear Panel ,79.27,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658705,Upper Rear Panel ,83.83,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658706,Upper Rear Panel ,89.02,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658707,Upper Rear Panel ,95.05,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658708,Upper Rear Panel ,100.88,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658709,Upper Rear Panel ,106,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10658901,Upper Front Panel ,131.71,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658902,Upper Front Panel ,135.22,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658903,Upper Front Panel ,139.19,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658904,Upper Front Panel ,143.7,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658905,Upper Front Panel ,148.91,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658906,Upper Front Panel ,154.79,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658907,Upper Front Panel ,161.62,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658908,Upper Front Panel ,168.23,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10658909,Upper Front Panel ,172.96,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10659101,Front Windshield ,90.87,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659102,Front Windshield ,80.73,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659103,Front Windshield ,82.26,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659104,Front Windshield ,84,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659105,Front Windshield ,85.98,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659106,Front Windshield ,88.25,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659107,Front Windshield ,90.87,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659108,Front Windshield ,93.25,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659109,Front Windshield ,95.23,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659301,Flue Panel Rear ,47.09,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659302,Flue Panel Rear ,48.17,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659303,Flue Panel Rear ,49.36,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659304,Flue Panel Rear ,50.72,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659305,Flue Panel Rear ,52.31,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659306,Flue Panel Rear ,54.07,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659307,Flue Panel Rear ,56.12,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659308,Flue Panel Rear ,58.15,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659309,Flue Panel Rear ,59.58,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659501,Flue Panel Front ,69.15,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659502,Flue Panel Front ,76,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659503,Flue Panel Front ,78.59,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659504,Flue Panel Front ,81.51,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659505,Flue Panel Front ,84.87,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659506,Flue Panel Front ,88.68,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659507,Flue Panel Front ,94.68,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659508,Flue Panel Front ,104.35,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659509,Flue Panel Front ,117.01,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10659701,Front Base Extension ,44.82,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659702,Front Base Extension ,45.69,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659703,Front Base Extension ,46.66,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659704,Front Base Extension ,47.73,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659705,Front Base Extension ,48.99,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659706,Front Base Extension ,48.99,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659707,Front Base Extension ,50.41,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659708,Front Base Extension ,53.68,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659709,Front Base Extension ,54.8,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659901,Lower Rear Shield-Inner ,8.51,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659902,Lower Rear Shield-Inner ,8.91,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659903,Lower Rear Shield-Inner ,14.03,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659904,Lower Rear Shield-Inner ,10.58,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659905,Lower Rear Shield-Inner ,11.48,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659906,Lower Rear Shield-Inner ,13.52,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659907,Lower Rear Shield-Inner ,16.32,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659908,Lower Rear Shield-Inner ,18.38,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10659909,Lower Rear Shield-Inner ,19.28,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660101,Gap Closure-Middle ,27,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660102,Gap Closure-Middle ,27.46,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660103,Gap Closure-Middle ,27.96,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660104,Gap Closure-Middle ,28.54,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660105,Gap Closure-Middle ,29.23,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660106,Gap Closure-Middle ,30.01,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660107,Gap Closure-Middle ,30.88,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660108,Gap Closure-Middle ,31.74,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660109,Gap Closure-Middle ,32.37,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660200,Gap Closure-Side (qty 2) ,19.76,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660501,Lower Rear Panel Assy ,173.24,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660502,Lower Rear Panel Assy ,185.32,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660503,Lower Rear Panel Assy ,190.71,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660504,Lower Rear Panel Assy ,190.84,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660505,Lower Rear Panel Assy ,204.01,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660506,Lower Rear Panel Assy ,216.87,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660507,Lower Rear Panel Assy ,218.49,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660508,Lower Rear Panel Assy ,227.53,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10660509,Lower Rear Panel Assy ,251.42,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660701,Top Panel Assy ,147.67,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660702,Top Panel Assy ,152.8,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660703,Top Panel Assy ,158.58,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660704,Top Panel Assy ,178.73,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660705,Top Panel Assy ,186.28,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660706,Top Panel Assy ,194.85,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660707,Top Panel Assy ,204.7,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660708,Top Panel Assy ,214.38,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10660709,Top Panel Assy ,234.9,7.88E+11,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,10661501,"Tile Cover, Front/Rear ( ",12.23,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661502,"Tile Cover, Front/Rear ( ",12.7,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661503,"Tile Cover, Front/Rear ( ",13.2,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661504,"Tile Cover, Front/Rear ( ",11.84,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661505,"Tile Cover, Front/Rear ( ",12.18,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661506,"Tile Cover, Front/Rear ( ",12.55,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661507,"Tile Cover, Front/Rear ( ",12.77,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661508,"Tile Cover, Front/Rear ( ",13.66,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661509,"Tile Cover, Front/Rear ( ",14.57,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661701,"Flue Collector, Rear Pan ",54.86,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661702,"Flue Collector, Rear Pan ",57,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661703,"Flue Collector, Rear Pan ",59.39,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661704,"Flue Collector, Rear Pan ",62.12,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661705,"Flue Collector, Rear Pan ",63.93,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661706,"Flue Collector, Rear Pan ",73.62,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661707,"Flue Collector, Rear Pan ",84.72,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661708,"Flue Collector, Rear Pan ",95.05,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661709,"Flue Collector, Rear Pan ",103.36,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661804,REAR PNL EXT FLUE ,11.32,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661805,REAR PNL EXT FLUE COLLECTOR 1010,15.13,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661806,REAR PANEL EXTENSION FLUE,14.88,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661807,REAR PNL EXT FLUE ,17.88,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10661808,REAR PNL EXT FLUE COLL 1670,10.39,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662001,Middle Front Panel (outd ,32.74,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662002,Middle Front Panel (outd ,32.89,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662003,Middle Front Panel (outd ,34.01,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662004,Middle Front Panel (outd ,35.32,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662005,Middle Front Panel (outd ,36.5,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662006,Middle Front Panel (outd ,36.81,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662007,Middle Front Panel (outd ,38.49,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662008,Middle Front Panel (outd ,40.42,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662009,Middle Front Panel (outd ,42.34,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662101,"Flue Collector, Front Su ",23.48,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662102,"Flue Collector, Front Su ",24.17,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662103,"Flue Collector, Front Su ",24.92,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662104,"Flue Collector, Front Su ",25.75,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662105,"Flue Collector, Front Su ",26.72,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,10662106,"Flue Collector, Front Su ",27.83,7.88E+11,N/A,N/A,N/A,N/A,49982,Pentair
