part_number,title,price,oem,upc,manufacturer
V40-300S,P.S. 1000 Pump Seal ,$8.25,,811636023123,Val-Pak
V40-300,P.S. 1000 Pump Seal 50/Bag,$5.50,,811636023123,Val-Pak
V40-301,P.S. 1000 Pump Seal (Viton),$24.97,,811636026872,Val-Pak
,"Hayward Pump, Filter & Skimmer Parts",$0.00,,,Val-Pak
V60-300S,Hayward Super II Pump Basket ,$7.28,SPX3000M,811636024281,Val-Pak
V60-300,Hayward Super II Pump Basket Qty. (12/Box),$5.82,SPX3000M,811636024281,Val-Pak
V60-400S,Hayward Standard Leaf Canister Basket ,$8.36,AXW431A,811636024304,Val-Pak
V60-400,Hayward Standard Leaf Canister Basket Qty. (16/Box),$5.57,AXW431A,811636024304,Val-Pak
V60-500S,Hayward Super Basket ,$9.77,SPX1600M,811636024311,Val-Pak
V60-500,Hayward Super Basket (18/Box),$6.51,SPX1600M,811636024311,Val-Pak
V60-555S,Hayward SP1082 & SP1084 Skimmer Basket,$12.74,SPX1082CA,811636024335,Val-Pak
V60-555,Hayward SP1082 & SP1084 Skimmer Basket Qty. (12/Box),$10.20,SPX1082CA,811636024335,Val-Pak
V22-110S,Hayward Skim-master Skimmer Basket ,$13.00,SPX1070E,811636020085,Val-Pak
V22-110,Hayward Skim-master Skimmer Basket Qty. (28/Box),$10.40,SPX1070E,811636020085,Val-Pak
V60-302S,Hayward Standard/Large Cannister Lid O-Ring,$1.89,,,Val-Pak
V60-302,Hayward Standard/Large Cannister Lid O-Ring (12/Bag),$1.22,,,Val-Pak
V60-200,Hayward Piston Cap & Handle - Brass,$62.56,,811636020054,Val-Pak
V60-100S,Hayward Backwash Piston O-Ring Set,$2.43,,811636024243,Val-Pak
V60-100,Hayward Backwash Piston O-Ring Set (25/Bag),$1.62,,811636024243,Val-Pak
V60-101S,Hayward CL200 & CL220 Viton Lid O-Ring ,$10.56,CLX200K,811636024267,Val-Pak
V60-101,Hayward CL200 & CL220 Viton Lid O-Ring (12/Bag),$7.03,CLX200K,811636024267,Val-Pak
V60-566S,Hayward Micro Clear & Pro Grid Tank O-ring ,$13.45,DEX2400K,811636024342,Val-Pak
V60-566,Hayward Micro Clear & Pro Grid Tank O-ring (12/Bag),$10.75,DEX2400K,811636024342,Val-Pak
V60-567,Hayward Micro/Pro Outlet Elbow O-Ring (12/Bag),$0.60,DEX2400Z5,811636028142,Val-Pak
V60-110S,Brass Sleeve nut ,$9.11,DEX2400JN,811636024274,Val-Pak
V60-110,Brass Sleeve nut (10/Bag),$6.07,DEX2400JN,811636024274,Val-Pak
V60-105S,Hayward Micro Clear & Pro Grid Top Manifold ,$24.58,DEX2400C,811636023826,Val-Pak
V60-105,Hayward Micro Clear & Pro Grid Top Manifold (11/Box),$19.66,DEX2400C,811636023833,Val-Pak
V60-301S,Hayward Super II Pump Lid O-Ring ,$1.84,SPX300S,811636024298,Val-Pak
V60-301,Hayward Super II Pump Lid O-Ring (12/Bag),$1.22,SPX300S,811636024298,Val-Pak
V60-550S,Hayward Cartridge Manifold ,$27.63,CX3000C,811636024328,Val-Pak
V60-550,Hayward Cartridge Manifold (11/Box),$22.11,CX3000C,811636024328,Val-Pak
V50-600S,Hayward Large Cannister Basket ,$23.69,,811636024229,Val-Pak
V50-600,Hayward Large Cannister Basket (9/Box),$18.95,,811636024229,Val-Pak
,Landon Filter Parts,,,,Val-Pak
V28-011,"11 Plate Element - 14 1/2"" Long",$231.60,,,Val-Pak
V28-015,"15 Plate Element - 19 1/4"" Long",$268.09,,,Val-Pak
V28-018,"18 Plate Element - 22 1/2"" Long",$285.96,,,Val-Pak
V28-022,"22 Plate Element - 27 1/4"" Long",$312.77,,,Val-Pak
V28-550,Landon Grid,$11.91,,,Val-Pak
V28-600,Landon Skim Filter Basket,$12.91,,811636021471,Val-Pak
V28-601,Marlin Skim Filter Basket,$12.91,,,Val-Pak
V28-602,"Landon Vac Lid 12 7/8"" dia.",$42.44,,811636021488,Val-Pak
V28-604,"Marlin Vac Lid 12 1/2"" dia.",$42.44,,811636026100,Val-Pak
V28-605,"King Sleeve 6""",$8.97,,811636021495,Val-Pak
V28-606,"King Sleeve 10""",$12.73,,811636021501,Val-Pak
V28-607,"King Sleeve 18""",$20.06,,811636021518,Val-Pak
,Pentair/Pac-Fab Pump & Filter Parts,,,,Val-Pak
V36-190,Pinnacle & Challenger Pump Lid,$17.18,355301,811636022409,Val-Pak
V36-191S,Pinnacle & Challenger Pump Lid O-Ring ,$1.58,350013,811636022416,Val-Pak
V36-191,Pinnacle & Challenger Pump Lid O-Ring (12/Bag),$1.05,350013,811636022416,Val-Pak
V36-192S,Challenger Pump Basket ,$10.88,355318,811636022423,Val-Pak
V36-192,Challenger Pump Basket (12/Box),$8.70,355318,811636022423,Val-Pak
V36-115S,Pump Shaft ,$18.64,,811636022263,Val-Pak
V36-115,Pump Shaft (5/Bag),$14.91,35-3750,811636022263,Val-Pak
V36-176,"Piston & Shaft Brass 2""",$54.80,,,Val-Pak
V36-177,"Piston, Cap and Handle 2"" (Brass)",$69.69,27-3240/3241,811636022317,Val-Pak
V36-100,"Piston & Shaft 2"" - O/S for Brass Body 16 1/2"" Long",$73.01,,811636022249,Val-Pak
V36-178,"Piston Half Replacement Kit 2"" ",$13.85,27-3028,811636022324,Val-Pak
V36-179,"Tee Handle, 3/8"" Shaft",$9.57,27-3065,811636022331,Val-Pak
V36-180,"Tee Handle, 1/2"" Shaft",$9.57,,811636022348,Val-Pak
V36-181,"Tee Handle, 5/8"" Shaft",$9.57,27-3089,811636022355,Val-Pak
V36-184,Position Bracket,$10.69,,811636022362,Val-Pak
V36-185S,"Piston O-Ring Set, 2"" Brass New Style ",$2.43,,811636022379,Val-Pak
V36-185,"Piston O-Ring Set, 2"" Brass New Style (25/Bag)",$1.62,,811636022379,Val-Pak
V36-186S,"Piston O-Ring Set, 2"" Plastic New Style ",$2.43,,811636022386,Val-Pak
V36-186,"Piston O-Ring Set, 2"" Plastic New Style (25/Bag)",$1.62,,811636022386,Val-Pak
V36-182,"PVC Piston Cap 2"", Old Style (3/8"" Shaft)",$13.52,27-3050,,Val-Pak
V36-183,"PVC Piston Cap 2"" (1/2"" Brass Shaft)",$13.52,,,Val-Pak
V36-110S,"Piston Seal 2"" ",$2.26,27-3059,811636022256,Val-Pak
V36-110,"Piston Seal 2"" (25/Bag)",$1.51,27-3059,811636022256,Val-Pak
V36-120S,"E-Clip, Stainless Steel ",$0.98,27-3057,811636022270,Val-Pak
V36-120,"E-Clip, Stainless Steel (100/Bag)",$0.65,27-3057,811636022270,Val-Pak
V36-124,"Manifold Retainer Rod NS24 - 15 1/2""",$16.23,19-2182,811636022287,Val-Pak
V36-136,"Manifold Retainer Rod NS36 - 21 1/2""",$19.41,19-2183,811636022294,Val-Pak
V36-148,"Manifold Retainer Rod NS48 - 27 1/2""",$23.33,19-2184,,Val-Pak
V36-160,"Manifold Retainer Rod NS60 - 33 1/2""",$28.16,19-2185,811636022300,Val-Pak
V36-172,"Manifold Retainer Rod NS72 - 39 1/2""",$30.60,19-5002,,Val-Pak
V22-110S,Bermuda Skimmer Basket ,$13.00,08650-0007,811636020085,Val-Pak
V22-110,Bermuda Skimmer Basket (28/Box),$10.40,08650-0007,811636020085,Val-Pak
,Pool Sweep Parts,,,,Val-Pak
V32-604,A-40 Gasket,$13.53,AXA40,811636021631,Val-Pak
V32-605,G09 Tire,$14.18,,811636021648,Val-Pak
V32-612,"A-02L Impeller 5 7/8""",$13.53,AXA02L,811636021662,Val-Pak
V32-606,B-5 Hose w/ Washer ,$10.52,AXB05,811636021655,Val-Pak
V32-607S,D-10 Hose Washer ,$0.54,AXD10P,,Val-Pak
V32-607,D-10 Hose Washer (50/Bag),$0.36,AXD10P,,Val-Pak
V32-613,"K-17 1"" X 3/4 for 1 1/4"" O/D Copper",$20.41,,,Val-Pak
V32-614,"K-18 1 1/4"" X 3/4 for 1 1/2"" O/D Copper",$20.41,,811636021679,Val-Pak
V32-615,"K-20 1 1/2"" X 3/4 for 2"" O/D Copper",$21.12,,811636021686,Val-Pak
V32-616,"K-31 1 1/2"" X 3/4 for 1 1/2"" O/D PVC",$21.56,,811636021693,Val-Pak
V32-617,"K-32 2"" X 3/4 for 2"" O/D PVC",$22.35,,811636021709,Val-Pak
,Premier Filter Parts,,,,Val-Pak
V30-126,"Manifold 1-1/2""",$50.01,23-791,811636021525,Val-Pak
V30-127,"Manifold 2""",$50.01,23-792,811636021532,Val-Pak
V30-444,"PA Brass Center Rod, 24sq. ft.",$13.90,23-876,,Val-Pak
V30-445,"PA Brass Center Rod, 36sq. ft.",$13.90,23-877,,Val-Pak
V30-446,"PA Brass Center Rod, 48sq. ft.",$13.90,23-878,811636021563,Val-Pak
V30-447,"PA Brass Center Rod, 60sq. ft.",$17.54,23-879,811636021570,Val-Pak
V30-448,"PA Brass Center Rod, 72sq. ft.",$17.53,23-880,,Val-Pak
V31-477,"12"" Top Spreader, 9 Holes",$44.62,,,Val-Pak
V31-475,"12"" Manifold, 1 1/2"", 9 Holes",$66.93,,,Val-Pak
V31-476,"12"" Manifold, 2"", 9 Holes",$66.93,,,Val-Pak
V31-472,"18"" Top Spreader, 23 Holes",$44.62,,,Val-Pak
V31-470,"18"" Manifold, 1.5"", 23 Holes",$74.37,,,Val-Pak
V31-471,"18"" Manifold, 2"", 23 Holes",$74.37,,,Val-Pak
V40-998,Premier Anchor,$28.77,,811636024007,Val-Pak
V40-999S,Premier Anchor Wedge ,$21.45,,811636024014,Val-Pak
V40-999,Premier Anchor Wedge 10/bag,$17.15,,811636024014,Val-Pak
,Pentair/Purex Whisperflo Pump Parts,,,,Val-Pak
V20-195,"WFE Mtr to Seal Plate 3/8""X 16X7/8"" S.S. Hex Head Qty. 12",$0.73,70429,811636028074,Val-Pak
V20-196,"WFE Seal Plate to Volute 3/8""X 16X1/4"" S.S. Hex Head Qty. 12",$0.65,70430,811636028081,Val-Pak
V20-197,"WFE Seal Plate to Volute 3/8""X 16X3/4"" S.S. Hex Head Qty. 12",$0.73,70431,811636028098,Val-Pak
V20-198,WFE Pump Bolt Kit Includes 10 Bolts and 2 Nuts,$6.95,,811636028104,Val-Pak
V20-194,WFE Diffuser Set Screw 4-40X1-1/8 in.,$0.85,71660,811636028111,Val-Pak
V20-200S,Whisperflo Basket ,$9.42,,811636020108,Val-Pak
V20-200,Whisperflo Basket (24/Box),$7.46,70387,811636020108,Val-Pak
V20-371,Whisperflo Pump Lid (pre-98),$14.36,70795,811636020696,Val-Pak
V20-370S,Whisperflo Pump Lid O-Ring pre-98 ,$1.34,,811636027022,Val-Pak
V20-370,Whisperflo Pump Lid O-Ring pre-98 (12/Bag),$0.84,71422,811636027022,Val-Pak
V20-390,Whisperflo Pump Lid N/S,$9.78,357151,811636020788,Val-Pak
V20-389S,Whisperflo Pump Lid O-Ring N/S ,$1.56,,811636020771,Val-Pak
V20-389,Whisperflo Pump Lid O-Ring N/S (12/Bag),$1.04,350013,811636020771,Val-Pak
V20-407,Whisperflo Clamp (Cam & Ramp Almond),$13.78,357199,811636020801,Val-Pak
V20-373,Pump Lid Clamp Whisperflo (pre-98),$26.65,70711,811636020719,Val-Pak
V20-201,Whisperflo 1/2 HP Impeller,$29.42,73126,811636027176,Val-Pak
V20-202,Whisperflo 3/4 HP Impeller,$29.42,73127,811636020146,Val-Pak
V20-203,Whisperflo 1 HP Impeller,$29.42,73128,811636020153,Val-Pak
V20-204,Whisperflo 1.5 HP Impeller,$29.42,73129,811636020160,Val-Pak
V20-205,Whisperflo 2 HP Impeller,$29.42,73130,811636020177,Val-Pak
V20-206,Whisperflo 3 HP Impeller,$29.42,73131,811636020184,Val-Pak
V20-207,Whisperflo Diffuser 1\2-2 HP,$21.17,72927,811636020191,Val-Pak
V20-207-1,Whisperflo Diffuser 3 hp,$25.90,72928,811636020207,Val-Pak
V20-208,Whisperflo Seal Plate,$33.41,74564,811636020023,Val-Pak
V20-368S,Whisperflo Diffuser O-Ring ,$1.33,,811636020672,Val-Pak
V20-368,Whisperflo Diffuser O-Ring (12/Bag),$0.88,71444,811636020672,Val-Pak
,Superflo/Supermax Pump Parts,,,,Val-Pak
V20-199,Superflo/Supermax Pump Basket Qty 8,,355667,811636027923,Val-Pak
,Purex AH & AU/AQ Pump Parts,,,,Val-Pak
V20-105,1/2 HP Impeller AH-2,$96.34,,811636024953,Val-Pak
V20-107,3/4 HP Impeller AH-3,$96.34,,811636027183,Val-Pak
V20-110,1 HP Impeller AH-4,$96.34,,811636020122,Val-Pak
V20-115,1 1/2 HP Impeller AH-6,$96.34,,811636024946,Val-Pak
V20-120,2 HP Impeller AH-8,$96.34,,811636020139,Val-Pak
V20-210,"1 HP Impeller AQ & AU, O/S",$45.31,,811636020214,Val-Pak
V20-215,"1 1/2 HP Impeller AQ & AU, O/S",$45.31,,811636020221,Val-Pak
V20-220,"2 HP Impeller AQ & AU, O/S",$45.31,,811636020238,Val-Pak
V20-130,Impeller Gauge,$45.42,,,Val-Pak
V20-308,AH Series Polt Lid O-Ring,$1.98,71421,,Val-Pak
V20-375,A series Seal Flange O-Ring ,$1.17,71416,811636020726,Val-Pak
V20-329,L-6 Brass Extension Shaft,$22.07,,,Val-Pak
,C-Series/Martin 600 Bronze Pump.,,,,Val-Pak
V40-600,5HP CHK 1PH 230V 60Hz,"$3,883.16",11656,811636027763,Val-Pak
V40-601,5HP CMK 1PH 230V 60Hz,"$3,883.16",11651,811636027770,Val-Pak
V40-610,5HP CHK 3PH 220V/440V 60Hz,"$3,696.46",11657,811636027787,Val-Pak
V40-611,5HP CMK 3PH 220V/440V 60Hz,"$3,696.46",11652,811636027794,Val-Pak
V20-804,7.5HP CHK 1PH 230V 60Hz,"$4,003.96",347916,811636027800,Val-Pak
V20-805,7.5HP CMK 1PH 230V 60Hz,"$4,003.96",347917,811636027817,Val-Pak
V40-612,7.5HP CHK  3PH  220V 60Hz,"$3,783.79",11658,811636027824,Val-Pak
V40-613,7.5HP CMK  3PH 220V 60Hz,"$3,783.79",11653,811636027831,Val-Pak
V40-614,10HP CHK  3PH 220V 60Hz,"$4,234.43",11659,811636027848,Val-Pak
V40-615,10HP CMK  3PH  220V 60Hz,"$4,234.43",11654,811636027855,Val-Pak
V40-616,15HP CHK 3PH 220V 60Hz,"$4,493.38",11660,811636027862,Val-Pak
V40-617,15HP CMK 3PH 220V 60Hz,"$4,493.38",11655,811636027879,Val-Pak
V40-618,20HP CHK  3PH 220V 60Hz,"$5,433.14",11661,811636027886,Val-Pak
,C-Series/Martin 600 Bronze Pump Less Trap,,,,Val-Pak
V20-800-L,5HP CHK 1PH 230V 60Hz,"$3,361.00",11605,811636028166,Val-Pak
V20-801-L,5HP CMK 1PH 230V 60Hz,"$3,361.00",N/A,811636028173,Val-Pak
V20-802-L,5HP CHK 3PH 220V/440V 60Hz,"$3,172.10",11606,811636028180,Val-Pak
V20-803-L,5HP CMK 3PH 220V/440V 60Hz,"$3,172.10",11601,811636028197,Val-Pak
V20-804-L,7.5HP CHK 1PH 230V 60Hz,"$3,294.40",,,Val-Pak
V20-805-L,7.5HP CMK 1PH 230V 60Hz,"$3,294.40",,,Val-Pak
V20-806-L,7.5HP CHK  3PH  220V 60Hz,"$3,275.11",11607,811636028203,Val-Pak
V20-807-L,7.5HP CMK  3PH 220V 60Hz,"$3,275.11",11602,811636028210,Val-Pak
V20-808-L,10HP CHK  3PH 220V 60Hz,"$3,706.40",11608,811636028227,Val-Pak
V20-809-L,10HP CMK  3PH  220V 60Hz,"$3,706.40",11603,811636028234,Val-Pak
V20-810-L,15HP CHK 3PH 220V 60Hz,"$3,967.70",11609,811636028241,Val-Pak
V20-811-L,15HP CMK 3PH 220V 60Hz,"$3,967.70",11604,811636028258,Val-Pak
V20-812-L,20HP CHK  3PH 220V 60Hz,"$5,095.71",11610,811636028265,Val-Pak
,Martin 600 Series Liquid End ONLY (LESS MOTOR),,,,Val-Pak
V40-600-LE,MARTIN 600 5HP H/H Liquid End,"$3,425.11",N/A,811636027947,Val-Pak
V40-601-LE,MARTIN 600 5HP M/H Liquid End,"$3,425.11",N/A,811636027954,Val-Pak
V40-612-LE,MARTIN 600 7.5HP H/H Liquid End,"$3,543.37",N/A,811636027961,Val-Pak
V40-613-LE,MARTIN 600 7.5HP M/H Liquid End,"$3,543.37",N/A,811636027978,Val-Pak
V40-614-LE,MARTIN 600 10HP H/H Liquid End,"$3,730.09",N/A,811636027985,Val-Pak
V40-615-LE,MARTIN 600 10HP M/H Liquid End,"$3,730.09",N/A,811636027992,Val-Pak
V40-616-LE,MARTIN 600 15HP H/H Liquid End,"$3,891.47",N/A,811636028005,Val-Pak
V40-617-LE,MARTIN 600 15HP M/H Liquid End,"$3,891.47",N/A,811636028012,Val-Pak
V40-618-LE,MARTIN 600 20HP H/H Liquid End,"$4,443.07",N/A,811636028029,Val-Pak
,C-Series/Martin 600 Pump Parts,,,,Val-Pak
V20-309,C series Seal Flange O-Ring,$1.77,71423,811636027046,Val-Pak
V20-300,5 HP CHK Impeller with S.S. Key,$510.48,73828,811636020313,Val-Pak
V20-301,7 1/2 HP CHK Impeller with S.S. Key,$510.48,73829,811636020320,Val-Pak
V20-302,5 HP CMK Impeller with S.S. Key,$510.48,70228,811636027053,Val-Pak
V20-303,7.5 HP CMK Impeller with S.S. Key,$510.48,70227,811636027060,Val-Pak
V20-304,10 HP CHK Impeller with S.S. Key,$510.48,73830,811636027077,Val-Pak
V20-305,10 HP CMK Impeller with S.S. Key,$510.48,70226,811636027084,Val-Pak
V20-306,15 HP CHK Impeller with S.S. Key,$510.48,73831,811636027091,Val-Pak
V20-307,15 HP CMK Impeller with S.S. Key,$510.48,70225,811636020337,Val-Pak
V20-520,20 HP CHK Impeller with S.S. Key,$510.48,73832,811636027107,Val-Pak
V20-312,C-Series Pump Basket,$169.28,72795,811636020368,Val-Pak
V20-310,C Series Pot Lid O-Ring,$5.59,71433,811636020344,Val-Pak
V20-311,"C Series Impeller Washer, Brass",$4.66,71048,811636020351,Val-Pak
V20-275,C Series Seal Kit,$64.56,N/A,811636027930,Val-Pak
V20-286,C-Series Seal Flange,$285.00,70906,811636027114,Val-Pak
V20-287,C-Series Hand Nut Assembly (Tee Handle),$42.12,75280,811636027121,Val-Pak
V20-290,C-Series Volute,"$2,200.45",75273,811636020962,Val-Pak
V20-291,"C-Series Pot Machine, Bronze","$2,238.19",075271Z,811636020375,Val-Pak
V20-292,C-Series Pump Lid,$350.20,75275,811636020979,Val-Pak
V20-293,"C-Series Foot/Base, Cast Iron",$42.23,75287,811636027206,Val-Pak
V20-313,C-35 Impeller Lock Screw,$2.00,71037,811636020375,Val-Pak
V20-314,C-Series Bolt Kit ,$52.73,N/A,811636027190,Val-Pak
,Pentair/Purex C-Series/Martin 600 Motors,$0.00,,,Val-Pak
V20-280,C-Series 5HP 1PH 230 Motor ,$791.65,71366,811636027299,Val-Pak
V20-281,C-Series 5HP 3PH 220/440 Motor,$829.98,71364,811636027305,Val-Pak
V20-282,C-Series 7.5HP 3PH 220/440 Motor,$916.34,71365,811636027312,Val-Pak
V20-283,C-Series 10HP 3PH 220/440 Motor,"$1,156.52",71363,811636027329,Val-Pak
V20-284,C-Series 15HP 3PH 220/440 Motor,"$1,468.71",71361,811636027336,Val-Pak
V20-285,C-Series 20HP 3PH 220/440 Motor,"$2,895.00",71362,811636027459,Val-Pak
,Pentair/Purex C-Series Motor sub assembly,,,,Val-Pak
V20-500,5 HP CM-50 230V 1 PH,"$1,777.97",73260,811636027343,Val-Pak
V20-501,5 HP CH-50 230V 1 PH,"$2,156.19",73264,811636027350,Val-Pak
V20-502,5 HP CMK-50 220/440V 3 PH,"$2,014.18",73262,811636027367,Val-Pak
V20-503,5 HP CHK-50 220/440V 3 PH,"$2,069.40",73265,811636027374,Val-Pak
V20-504,7.5 HP CMK-75 220/440V 3 PH,"$2,071.48",73263,811636027381,Val-Pak
V20-505,7.5 HP CHK-75 220/440V 3 PH,"$2,128.25",73266,811636027398,Val-Pak
V20-506,10 HP CMK-100 220/440V 3 PH,"$2,220.33",73680,811636027404,Val-Pak
V20-507,10 HP CHK-100 220/440V 3 PH,"$2,266.83",73267,811636027411,Val-Pak
V20-508,15 HP CMK-150 220/440V 3 PH,"$2,939.80",73261,811636027428,Val-Pak
V20-509,15 HP CHK-150 220/440V 3 PH,"$2,988.16",73268,811636027435,Val-Pak
V20-510,20 HP CHK-200 220/440V 3 PH,"$4,324.56",73269,811636027442,Val-Pak
,Pentair/Purex Filter Parts,,,,Val-Pak
V20-225,Pentair 4000 Series Gauge/Air Release,$22.90,,811636020092,Val-Pak
V20-221,2000 Series S.S. Filter Clamp,$72.79,72898,811636020986,Val-Pak
V20-222,2000 Series S.S. Filter Lid,$133.19,188602,811636020245,Val-Pak
V20-227,Noryl Rotor W/Seal,$44.02,73370,811636027466,Val-Pak
V20-320,Brass Rotor,$180.88,72110,811636020405,Val-Pak
V20-321,Port Seal,$24.76,70729,811636020412,Val-Pak
V20-319,Brass Rotor O-Ring Kit ,$4.57,,811636020399,Val-Pak
V20-322S,Compression Ring ,$40.52,,811636020429,Val-Pak
V20-322,Compression Ring (5/Package),$32.41,70731,811636020429,Val-Pak
V20-353S,Noryl Rotor O-Ring Kit ,$3.53,,811636020641,Val-Pak
V20-353,Noryl Rotor O-Ring Kit (25/Bag),$2.35,,811636020641,Val-Pak
V20-323S,Compression Ring Bolt S.S. ,$0.34,,811636020436,Val-Pak
V20-323,Compression Ring Bolt S.S. (100/Bag),$0.21,74927,811636020436,Val-Pak
V20-326,Brass & Noryl Rotor Valve Handle S.S.,$21.20,190026,811636020450,Val-Pak
V20-334,Brass/Noryl Rotor Valve Handle Ext.,$41.63,70971,811636020511,Val-Pak
V20-337,"Piston Shaft 2"" (CHD)",$109.08,,,Val-Pak
V20-624,2024 OEM Filter Grid (25/Box),$10.93,74922,811636027473,Val-Pak
V20-636,2036 OEM Filter Grid (25/Box),$14.06,74923,811636020863,Val-Pak
V20-648,2048 OEM Filter Grid (25/Box),$17.31,74924,811636027480,Val-Pak
V20-660,2060 OEM Filter Grid (25/Box),$21.09,74925,811636027497,Val-Pak
V20-672,2072 OEM Filter Grid (25/Box),$22.72,74926,811636020894,Val-Pak
V20-318,Top Holding Wheel,$10.06,71019,811636020382,Val-Pak
V20-666S,"Wing Nut, S.S. 1/4"" x 20"" ",$0.75,,811636020870,Val-Pak
V20-666,"Wing Nut, S.S. 1/4"" x 20"" (25/Bag)",$0.50,71404,811636020870,Val-Pak
V20-667S,"Washer, S.S. 1/4"" ",$0.47,,811636020887,Val-Pak
V20-667,"Washer, S.S. 1/4"" (25/Bag)",$0.31,72173,811636020887,Val-Pak
V20-369S,2000 Series Manifold - 8 Holes ,$19.98,,811636020689,Val-Pak
V20-369,2000 Series Manifold - 8 Holes (12/Box),$15.99,73270,811636020689,Val-Pak
V20-364S,SMBW 4000 Series Red Line Tank O-ring ,$22.87,,811636027039,Val-Pak
V20-364,SMBW 4000 Series Red Line Tank O-ring (25/Bag),$18.29,71439,811636027039,Val-Pak
V20-365S,2000 Series Red Line Tank O-Ring ,$14.16,,811636020665,Val-Pak
V20-365,2000 Series Red Line Tank O-Ring (25/Bag),$9.43,71442,811636020665,Val-Pak
V20-325S,Tank Band Adjusting Screw ,$5.40,,811636020443,Val-Pak
V20-325,Tank Band Adjusting Screw (5/Bag),$3.60,,811636020443,Val-Pak
V20-224,"SM-2024, 21"", Red",$12.52,72885,,Val-Pak
V20-236,"SM-2036, 27"", Red",$12.52,72871,811636020269,Val-Pak
V20-248,"SM-2048, 33"", Red",$12.52,72872,811636020276,Val-Pak
V20-260,"SM-2060, 39"", Red",$13.71,72873,811636020283,Val-Pak
V20-272,"SM-2072, 45"", Red",$14.71,72874,811636020290,Val-Pak
V20-324,"SMBW-2024, 21"", Brass Rotor, Blue",$12.28,73663,,Val-Pak
V20-336,"SMBW-2036, 27"", Brass Rotor, Blue",$12.52,73662,811636020535,Val-Pak
V20-348,"SMBW-2048, 33"", Brass Rotor, Blue",$12.52,73661,811636020627,Val-Pak
V20-360,"SMBW-2060, 39"", Brass Rotor, Blue",$13.71,73660,811636020658,Val-Pak
V20-372,"SMBW-2072, 45"", Brass Rotor, Blue",$14.71,73659,811636020702,Val-Pak
V20-424,"SMBW-2024/4024, 21"", Noryl Rotor, White",$12.52,72870,811636020818,Val-Pak
V20-436,"SMBW-2036/4036, 27"", Noryl Rotor, White",$12.52,72869,811636020825,Val-Pak
V20-448,"SMBW-2048/4048, 33"", Noryl Rotor, White",$12.52,72868,811636020832,Val-Pak
V20-460,"SMBW-2060, 39"", Noryl Rotor, White",$13.71,72867,811636020849,Val-Pak
V20-472,"SMBW-2072, 45"", Noryl Rotor, White",$14.71,72866,811636020856,Val-Pak
V20-524,"SM-4024, 21"", Red",$12.52,72875,,Val-Pak
V20-536,"SM-4036, 27"", Red",$12.52,72876,,Val-Pak
V20-548,"SM-4048, 33"", Red",$12.52,72877,,Val-Pak
V20-544,"CFM-120, 18 7/8""",$11.77,70666,,Val-Pak
V20-546,"CFM-180/240, 27 1/4""",$11.77,75147,,Val-Pak
V20-547,"CFM-315, 33 1/2""",$13.77,70241,,Val-Pak
V20-327,"CFW-100, 17""",$13.77,70668,811636020467,Val-Pak
V20-545,"CFW-120, 13""",$13.77,70664,,Val-Pak
V20-328,"CFW-150, 22 3/4""",$13.77,70665,811636020474,Val-Pak
,Pentair Filter Parts  TR100C/TR140C,,,,Val-Pak
V20-230,Brass Manuel Air Relief Assembly TR 100C/TR 140C,$47.09,273564,811636027725,Val-Pak
,Pentair/Ortega Valve Parts,,,,Val-Pak
V20-060,"Ortega 2"" Diverter Cap & Handle",$36.85,N/A,811636027503,Val-Pak
V20-061,"Ortega 1.5"" Diverter Cap & Handle",$39.92,N/A,811636027510,Val-Pak
V20-062,"Ortega 2"" Diverter w/Seal",$17.94,73484,811636027527,Val-Pak
V20-063,"Ortega 1.5"" Diverter w/Seal",$23.06,263032,811636027534,Val-Pak
V20-064,"Ortega 3 Way Valve Cap 2""",$6.36,72414,811636027541,Val-Pak
V20-065,"Ortega 3 Way Valve Cap 1.5""",$8.15,72420,811636027558,Val-Pak
V20-066,"Ortega 2"" Seal",$9.24,72431,811636027565,Val-Pak
V20-067,"Ortega 1.5"" Seal",$9.24,72432,811636027572,Val-Pak
V20-068,"Ortega 2"" Check Valve Seat Assembly",$22.95,73502,811636027589,Val-Pak
V20-069,"Ortega 1.5""Check Valve Seat Assembly",$22.95,73503,811636027596,Val-Pak
V20-070,"Ortega 2"" Check Valve Cap w/o-ring",$9.74,357152,811636027602,Val-Pak
V20-071,"Ortega 1.5"" Check Valve Cap w/o-ring",$13.22,72477,811636027619,Val-Pak
V20-072,"Ortega 2"" 1 lb. Spring",$5.38,10652,811636027626,Val-Pak
V20-073,"Ortega 1.5"" 1lb.Spring",$5.38,,811636027633,Val-Pak
V20-090,"Ortega Valve Complete 1 1/2"" - Brass",$199.83,,811636027268,Val-Pak
V20-089,"Ortega Valve Complete 2"" - Brass",$210.93,,811636027251,Val-Pak
V20-092,"Diverter Cap & Handle 1 1/2"" - Brass",$73.59,72432,811636027275,Val-Pak
V20-091,"Diverter Cap & Handle 2"" - Brass",$81.65,72431,811636020115,Val-Pak
V20-335,Ortega Shaft for Noryl Diverter,$5.45,72427,811636020528,Val-Pak
V20-330,Ortega Handle (Metal),$9.24,72392,811636020481,Val-Pak
V20-338S,"Handle Screw 8-32 x 3/8"" S.S.",$0.23,72540,811636020542,Val-Pak
V20-338,"Handle Screw 8-32 x 3/8"" S.S. (50/Bag)",$0.15,72540,811636020542,Val-Pak
