part_number,title,base_price,cat_low_net_price,upc,uom,manufacturer,category
YS10200F,"2"" PVC Y-STRAINER, FLG'D.",$201.74 ,,6.10E+11,1,Hayward,
S166TPAKS,16 IN SAND FILTER W/TOP MT VLV /BASE & HOSE PAK,$201.25 ,,6.10E+11,1,Hayward,wholegood
SF10300T,"3"" PVC SELF-ALIGNING BULK-HEAD FITTING, THD.",$200.73 ,,6.10E+11,1,Hayward,
T-CELL-3,"CELL-15K GAL,15FT CBL",$200.54 ,,7.61E+11,1,Hayward,wholegood
SP0570N100,100W/12V DURALITE SERIES 100FT CORD,$200.48 ,,6.10E+11,1,Hayward,wholegood
SP1780,1 HP POWER-FLO II PUMP W/STRAINER,$198.96 ,,6.10E+11,1,Hayward,wholegood
SP0584SLB100,400W/120V ASTROLITE 100' CORD W/SS RIM/BLUE LENS,$198.78 ,,6.10E+11,1,Hayward,wholegood
SP0573LN100,500W/120V DURALITE SERIES 100 FT CORD,$198.28 ,,6.10E+11,1,Hayward,wholegood
SP1592,1 HP PF MTX W/CORD,$198.14 ,,6.10E+11,1,Hayward,
SP1591TL,3/4 HP PF MTX W/TWST-LOK CORD,$198.07 ,,6.10E+11,1,Hayward,
LACUS11030,"COLORLOGIC,320 ACCENT 12V 30FT",$197.53 ,,6.10E+11,1,Hayward,wholegood
LAWUS11030,CRYSTALOGIC 320 ACCENT 12V 30FT,$197.53 ,,6.10E+11,1,Hayward,wholegood
SP1775,3/4 HP POWER-FLO II PUMP,$194.47 ,,6.10E+11,1,Hayward,
TC1300SE,"3"" PVC BALL CHECK VLV SKT E",$193.69 ,,6.10E+11,1,Hayward,
TC1300TE,"3"" PVC TRUE BALL VLV THD EPDM",$193.69 ,,6.10E+11,1,Hayward,
YS20100SU,"1"" CPVC Y-STRAINER, SOC. TRUE UNION",$193.25 ,,6.10E+11,1,Hayward,
YS20100TU,"1"" CPVC Y-STRAINER, THD. TRUE UNION",$193.25 ,,6.10E+11,1,Hayward,
SP0572LN100,300W/120V DURALITE SERIES 100 FT CORD,$192.99 ,,6.10E+11,1,Hayward,wholegood
TW1125STE,"1 1/4"" 3WAY TU ST PVC EPDM",$192.75 ,,6.10E+11,1,Hayward,
SP1591,3/4 HP PF MTX W/CORD,$192.15 ,,6.10E+11,1,Hayward,
WCV1250E,"2 1/2"" PVC WAFER FULL PATTERN CHK EPDM",$192.13 ,,6.10E+11,1,Hayward,
HLIOEXPAND,"HAYWARD LOGIC,VLV,SENSOR,INPUT4X4X4",$191.96 ,,6.10E+11,1,Hayward,wholegood
TC1300S,"3"" PVC BALL CHECK SKT VITON",$191.90 ,,6.10E+11,1,Hayward,
TC1300T,"3"" PVC BALL CHECK THD VITON",$191.90 ,,6.10E+11,1,Hayward,
WCV1200ES,"2"" PVC WAFER FULL PATTERN CHK VLV EPDM SS SPRING",$191.02 ,,6.10E+11,1,Hayward,
SP0583L100,500W/120V ASTROLITE SERIES 100FT CORD,$189.99 ,,6.10E+11,1,Hayward,wholegood
SP0583SL100,500W/120V ASTROLITE SERIES 100FT CORD,$189.99 ,,6.10E+11,1,Hayward,wholegood
AQ-SOL-LV,"CONTROL-SOLAR,AQUA POOL",$189.94 ,,7.61E+11,1,Hayward,wholegood
SP1750,1/2 HP POWER-FLO II PUMP,$189.33 ,,6.10E+11,1,Hayward,wholegood
LYCUS11050,"COLORLOGIC,160 ACCENT 12V 50FT",$188.19 ,,6.10E+11,1,Hayward,wholegood
LYWUS11050,"CRYSTALOGIC,160 ACCENT 12V 50F",$188.19 ,,6.10E+11,1,Hayward,wholegood
TW1200STE,"2"" 3WAY VLV TU S/T PVC EPDM",$185.97 ,,6.10E+11,1,Hayward,
SP0584SL100,400W/120V ASTROLITE 100' CORD W/SS RIM,$185.85 ,,6.10E+11,1,Hayward,wholegood
TC1250SE,"2-1/2"" PVC TC SOC,EPDM VLV",$184.87 ,,6.10E+11,1,Hayward,
TC1250TE,"2-1/2"" PVC TC THD,EPDM VLV",$184.87 ,,6.10E+11,1,Hayward,
SP1580X15TL,1-1/2 HP LX PUMP W/TWIST-LOK CORD,$183.51 ,,6.10E+11,1,Hayward,wholegood
SP1580X15HTL,1.5 HP PWR-FLO LX PUMP W/SIDE DISCH/T-LOK CORD,$183.51 ,,6.10E+11,1,Hayward,
AQL-COLOR-MODHV,"MODULE-NETWORK,COLORLOGIC,120V",$182.86 ,,7.61E+11,1,Hayward,wholegood
BYV11040A0EL000,"4"" BYV BFLY VLV PVC/PVC/EPDM LEVER",$181.64 ,,6.10E+11,1,Hayward,
SP0582L100,300W/120V ASTROLITE SERIES 100FT CORD,$180.86 ,,6.10E+11,1,Hayward,wholegood
SP0582SL100,300W/120V ASTROLITE SERIES 100FT CORD,$180.86 ,,6.10E+11,1,Hayward,wholegood
YS20100S,"1"" CPVC Y-STRAINER, SOC.",$179.37 ,,6.10E+11,12,Hayward,
YS20100T,"1"" CPVC Y-STRAINER, THD.",$179.37 ,,6.10E+11,12,Hayward,
LYCUS11030,"COLORLOGIC,160 ACCENT 12V 30FT",$178.01 ,,6.10E+11,1,Hayward,wholegood
LYWUS11030,CRYSTALOGIC 160 ACCENT 12V 30FT,$178.01 ,,6.10E+11,1,Hayward,wholegood
SP1580X15,1-1/2 HP POWER-FLO LX  W/CORD,$177.64 ,,6.10E+11,1,Hayward,wholegood
SP15801X15H,1.5HP POWER-FLO LX PUMP W/SIDE DISCH/CORD,$177.60 ,,6.10E+11,1,Hayward,
WCV1200V,"2"" PVC WAFER FULL PATTERN CHK VLV FPM",$177.10 ,,6.10E+11,1,Hayward,
S166T,16 IN SAND FILTER W/VALVE,$176.42 ,,6.10E+11,1,Hayward,wholegood
HCSJBOX-BU,SALINEC 6.0 -JUNCTION BOX,$175.36 ,,6.10E+11,1,Hayward,wholegood
SP1580HTL,1 HP POWER-FLO LX PUMP W/SIDE DISCH/T-LOK CORD,$174.16 ,,6.10E+11,1,Hayward,wholegood
SP1580TL,1 HP POWER-FLO PUMP W/TWIST LOK CORD,$174.16 ,,6.10E+11,1,Hayward,wholegood
TB1300S,"3"" PVC TU BALL VLV SKT VIT",$174.01 ,,6.10E+11,1,Hayward,
TB1300T,"3"" PVC TU BALL VLV THD VIT",$174.01 ,,6.10E+11,1,Hayward,
DV5000,"CLEANER-DISC, DV5000",$173.96 ,,6.10E+11,1,Hayward,wholegood
SP0580100,100W/12V ASTROLITE SERIES 100FT CORD,$173.88 ,,6.10E+11,1,Hayward,wholegood
SP0580S100,100W/12V ASTROLITE SERIES 100FT CORD,$173.88 ,,6.10E+11,1,Hayward,wholegood
SP0583L75,500W/120V ASTROLITE SERIES 75FT CORD,$173.58 ,,6.10E+11,1,Hayward,wholegood
SP0583SL75,500W/120V ASTROLITE SERIES 75FT CORD,$173.58 ,,6.10E+11,1,Hayward,wholegood
SP0592HSL100,250W/120V SPALIGHT 100FT CORD -HALOGEN SERIES-,$173.31 ,,6.10E+11,1,Hayward,wholegood
V109BK,"4' CONN HOSE BULK PK,BLK, 24PK",$173.02 ,,6.10E+11,1,Hayward,
V109LG,"4' CONN HOSE BULK PK,LT GR 24PK",$173.02 ,,6.10E+11,1,Hayward,
BFA1040TFS,"4"" BFA ST'D FLG TXT PVC FPM",$172.16 ,,6.10E+11,1,Hayward,
SP0591HSL100,100W/120V SPALIGHT 100FT CORD -HALOGEN SERIES-,$171.89 ,,6.10E+11,1,Hayward,wholegood
SP0583SLB50,500W/120V ASTROLITE 50' CORD W/SS RIM/BLUE LENS,$170.98 ,,6.10E+11,1,Hayward,wholegood
DAB1015UEE,"1 1/2"" PVC MAN DIA VLV SOC/THD EPDM",$170.95 ,,6.10E+11,1,Hayward,
DAB1012UEE,"1 1/4"" PVC MAN DIA VLV SOC/THD EPDM",$170.95 ,,6.10E+11,1,Hayward,
SP0584SLB75,400W/120V ASTROLITE 75' CORD W/SS RIM/BLUE LENS,$170.77 ,,6.10E+11,1,Hayward,wholegood
AQ-CO-SERIAL,CONNECT-AQUA,$170.48 ,,7.61E+11,1,Hayward,wholegood
SP0590HSL100,75W/12V SPALIGHT 100FT CORD -HALOGEN SERIES-,$168.82 ,,6.10E+11,1,Hayward,wholegood
C500,50 SQ FT STAR CLEAR FILTER,$168.68 ,,6.10E+11,1,Hayward,wholegood
SAS-CELL,SALT & SWIM CELL 30K GALLONS,$168.40 ,,6.10E+11,4,Hayward,wholegood
S144TPAKS,14 IN SAND FILTER W/BASE&HOSE PAK,$168.35 ,,6.10E+11,1,Hayward,wholegood
SP1580,1 HP POWER-FLO LX PUMP W/CORD,$168.30 ,,6.10E+11,1,Hayward,wholegood
SP1580H,1 HP POWER-FLO LX PUMP W/SIDE DISCH/CORD,$168.30 ,,6.10E+11,1,Hayward,wholegood
SP0571N50,300W/12V DURALITE SERIES 50 FT CORD,$168.22 ,,6.10E+11,1,Hayward,wholegood
VL40T32,"SYS-SAND,VL,13IN 30GPM PUMP",$168.16 ,,6.10E+11,1,Hayward,wholegood
SP058150,300W/12V ASTROLITE SERIES 50FT CORD,$167.70 ,,6.10E+11,1,Hayward,wholegood
SP0581S50,300W/12V ASTROLITE SERIES 50FT CORD,$167.70 ,,6.10E+11,1,Hayward,wholegood
SP0591SL100,100W/120V SPALIGHT 100FT CORD -INCANDESCENT-,$166.56 ,,6.10E+11,1,Hayward,wholegood
YS1720020,"2"" Y-STR SCREEN 20 MESH SSTL",$166.05 ,,6.10E+11,1,Hayward,wholegood
SP0590SL100,100W/12V SPALIGHT 100FT CORD -INCANDESCENT-,$165.89 ,,6.10E+11,1,Hayward,wholegood
WCV1200E,"2"" PVC WAFER FULL PATTERN CHK VLV EPDM",$165.06 ,,6.10E+11,1,Hayward,
SP1041100,BULK PAK OF 100 SP 1041,$164.13 ,,6.10E+11,1,Hayward,wholegood
BFA1040SFS,"4"" BFA ST'D FLG SXS PVC FPM",$162.86 ,,6.10E+11,1,Hayward,
GL-235,"CONTROL-SOLAR,POOL",$162.79 ,,7.61E+11,1,Hayward,wholegood
SP0584SLB50,400W/120V ASTROLITE 50' CORD W/SS RIM/BLUE LENS,$162.72 ,,6.10E+11,1,Hayward,wholegood
AQ-SOL-KIT-1P,"KIT-PC SENSOR,VALVE ACTUATOR,1.5 IN POS SEAL VAL",$162.54 ,,7.61E+11,6,Hayward,wholegood
AQ-SOL-KIT-2P,"KIT-PC SENSOR,VALVE ACTUATOR,2 IN POS SEAL VAL",$162.54 ,,7.61E+11,6,Hayward,wholegood
C550,55 SQ FT EASY-CLEAR FILTER,$162.47 ,,6.10E+11,1,Hayward,wholegood
BYV11025A0EL000,"2 1/2 "" BYV BFLY VLV PVC/PVC/EPDM LEVER",$161.84 ,,6.10E+11,1,Hayward,
SP1540C,40 GPM POWER-FLO PUMP W/CORD,$160.15 ,,6.10E+11,1,Hayward,wholegood
BYCN1060E1LGB,"6"" BYCN PVC/PVC/EPDM/316/LEVER/GRAY/NSF61",$158.83 ,,6.10E+11,3,Hayward,wholegood
HCV375KIT,"3"" MP VALVE PIPING KIT",$158.33 ,,6.10E+11,1,Hayward,
SP0584SL75,400W/120V ASTROLITE 75' CORD W/SS RIM,$157.95 ,,6.10E+11,1,Hayward,wholegood
SP0591SL75,100W/120V SPALIGHT 75FT CORD  -INCANDESCENT-,$157.87 ,,6.10E+11,1,Hayward,wholegood
SP0592HSL75,250W/120V SPALIGHT 75 FT CORD -HALOGEN SERIES-,$157.87 ,,6.10E+11,1,Hayward,wholegood
TB1250S,"2-1/2"" PVC TB SOC SAFE BLOCK VLV",$157.66 ,,6.10E+11,1,Hayward,
SP0583SLB30,500W/120V ASTROLITE 30' CORD W/SS RIM/BLUE LENS,$157.47 ,,6.10E+11,1,Hayward,wholegood
SP058075,100W/12V ASTROLITE SERIES 75FT CORD,$157.24 ,,6.10E+11,1,Hayward,wholegood
SP0580S75,100W/12V ASTROLITE SERIES 75FT CORD,$157.24 ,,6.10E+11,1,Hayward,wholegood
AQL-SS-6B-B,"REMOTE-WIRED,6 BUTTON,SPASIDE,BLACK",$156.54 ,,7.61E+11,8,Hayward,wholegood
AQL-SS-6B-W,"REMOTE-WIRED,6 BUTTON,SPASIDE,WHITE",$156.54 ,,7.61E+11,8,Hayward,wholegood
AQL-DIM,"DIMMER-LIGHT RELAY, AQUA LOGIC",$156.53 ,,7.61E+11,20,Hayward,wholegood
BYV11030A0EL000,"3"" BYV BFLY VLV PVC/PVC/EPDM LEVER",$156.40 ,,6.10E+11,1,Hayward,
SP0583L50,500W/120V ASTROLITE SERIES 50FT CORD,$155.84 ,,6.10E+11,1,Hayward,wholegood
SP0583SL50,500W/120V ASTROLITE SERIES 50FT CORD,$155.84 ,,6.10E+11,1,Hayward,wholegood
LSE50,"CABLE-EXT,OPT FLOW SENSOR 50FT",$155.82 ,,6.10E+11,1,Hayward,wholegood
SP0590HSL75,75W/12V SPALIGHT 75 FT CORD -HALOGEN SERIES-,$155.75 ,,6.10E+11,1,Hayward,wholegood
SP0582L75,300W/120V ASTROLITE SERIES 75FT CORD,$155.74 ,,6.10E+11,1,Hayward,wholegood
SP0582SL75,300W/120V ASTROLITE SERIES 75FT CORD,$155.74 ,,6.10E+11,1,Hayward,wholegood
SP0591HSL75,100W/120V SPALIGHT 75 FT CORD -HALOGEN SERIES-,$155.65 ,,6.10E+11,1,Hayward,wholegood
YS20075SU,"3/4"" CPVC Y-STRAINER SOC. TRUE UNION",$155.12 ,,6.10E+11,1,Hayward,
YS20075TU,"3/4"" CPVC Y-STRAINER, THD. TRUE UNION",$155.12 ,,6.10E+11,1,Hayward,
EC10SC50,DE SCOOP -50 PACK-,$154.66 ,,6.10E+11,1,Hayward,wholegood
TBB1040TPEG,"4"" PVC TBB VALVE GRAY THD EPDM",$153.31 ,,6.10E+11,1,Hayward,
SP0590SL75,100W/12V SPALIGHT 75 FT CORD -INCANDESCENT-,$152.63 ,,6.10E+11,1,Hayward,wholegood
SP0573LN50,500W/120V DURALITE SERIES 50 FT CORD,$150.74 ,,6.10E+11,1,Hayward,wholegood
SP0584SLB30,400W/120V ASTROLITE 30' CORD W/SS RIM/BLUE LENS,$150.40 ,,6.10E+11,1,Hayward,wholegood
BS22001/8,"1/8 PERF CPVC 1 1/2"" & 2"" BASKET",$150.14 ,,6.10E+11,1,Hayward,
DHI150,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
DHI200,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
DHI250,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
DHI300,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
DHI350,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
DHI400,INDOOR DRAFT HOOD,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS150,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS200,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS250,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS300,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS350,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
HWS400,OUTDOOR DRAFT HOOD -HIGH WIND-,$149.88 ,,6.10E+11,1,Hayward,wholegood
SP0582L50,300W/120V ASTROLITE SERIES 50FT CORD,$147.07 ,,6.10E+11,1,Hayward,wholegood
SP0582SL50,300W/120V ASTROLITE SERIES 50FT CORD,$147.07 ,,6.10E+11,1,Hayward,wholegood
SP0572LN50,300W/120V DURALITE SERIES 50 FT CORD,$145.43 ,,6.10E+11,1,Hayward,wholegood
TB1300SE,"3"" PVC TU BALL VLV SKT EPDM",$145.20 ,,6.10E+11,1,Hayward,
TB1300TE,"3"" PVC TU BALL VLV THD EPDM",$145.20 ,,6.10E+11,1,Hayward,
S144T,14 IN SAND FILTER,$144.89 ,,6.10E+11,1,Hayward,wholegood
BYCN1050E1LGB,"5"" BYCN PVC/PVC/EPDM/316/LEVER/GRAY/NSF61",$144.39 ,,6.10E+11,3,Hayward,wholegood
SP0584SL50,400W/120V ASTROLITE 50' CORD W/SS RIM,$144.08 ,,6.10E+11,1,Hayward,wholegood
BYV11020A0EL000,"2"" BYV BFLY VLV PVC/PVC/EPDM LEVER",$144.02 ,,6.10E+11,1,Hayward,
SP0583L30,500W/120V ASTROLITE SERIES 30FT CORD,$143.54 ,,6.10E+11,1,Hayward,wholegood
SP0583SL30,500W/120V ASTROLITE SERIES 30FT CORD,$143.54 ,,6.10E+11,1,Hayward,wholegood
SP0722PAK,BUILDER PACK OF 12 SP 722,$142.67 ,,6.10E+11,1,Hayward,wholegood
SP0722SPAK,BUILDER PACK OF 12 SP 722-S,$142.67 ,,6.10E+11,1,Hayward,wholegood
SP0592HSL50,250W/120V SPALIGHT 50 FT CORD -HALOGEN SERIES-,$141.67 ,,6.10E+11,1,Hayward,wholegood
SP0571N30,300W/12V DURALITE SERIES 30 FT CORD,$141.46 ,,6.10E+11,1,Hayward,wholegood
SP057130,300W/12V DURALITE SERIES 30FT CORD,$141.46 ,,6.10E+11,1,Hayward,wholegood
SP0590HSL50,75W/12V SPALIGHT 50 FT CORD -HALOGEN SERIES-,$140.36 ,,6.10E+11,1,Hayward,wholegood
TB1250SE,"2-1/2"" PVC TB SOC W/EPDM SAFE BLOCK VLV",$140.24 ,,6.10E+11,1,Hayward,
TB1250TE,"2-1/2"" PVC TB THD W/EPDM SAFE BLOCK VLV",$140.24 ,,6.10E+11,1,Hayward,
YS20075S,"3/4"" CPVC Y-STRAINER, SOC.",$140.09 ,,6.10E+11,24,Hayward,
YS20075T,"3/4"" CPVC Y-STRAINER, THD.",$140.09 ,,6.10E+11,24,Hayward,
SP058130,300W/12V ASTROLITE SERIES 30FT CORD,$139.85 ,,6.10E+11,1,Hayward,wholegood
SP0581S30,300W/12V ASTROLITE SERIES 30FT CORD,$139.85 ,,6.10E+11,1,Hayward,wholegood
SP0591HSL50,100W/120V SPALIGHT 50 FT CORD -HALOGEN SERIES-,$139.36 ,,6.10E+11,1,Hayward,wholegood
YS20050SU,"1/2"" CPVC Y-STRAINER SOC. TRUE UNION",$139.29 ,,6.10E+11,1,Hayward,
YS20050TU,"1/2"" CPVC Y-STRAINER, THD. TRUE UNION",$139.29 ,,6.10E+11,1,Hayward,
TW1150STE,"1 1/2"" 3WAY TU ST PVC EPDM",$139.27 ,,6.10E+11,1,Hayward,
HLWLAN,"HAYWARD LOGIC,WIRELESS NETWORKANTENNA",$138.33 ,,6.10E+11,1,Hayward,wholegood
BFA1040CFS,"4"" BF ST'D FLG SXT PVC FPM",$137.83 ,,6.10E+11,1,Hayward,
SP0584SL30,400W/120V ASTROLITE 30' CORD W/SS RIM,$137.60 ,,6.10E+11,1,Hayward,wholegood
SP0590SL50,100W/12V SPALIGHT 50 FT CORD -INCANDESCENT-,$137.02 ,,6.10E+11,1,Hayward,wholegood
SP058050,100W/12V ASTROLITE SERIES 50FT CORD,$136.67 ,,6.10E+11,1,Hayward,wholegood
SP0580S50,100W/12V ASTROLITE SERIES 50FT CORD,$136.67 ,,6.10E+11,1,Hayward,wholegood
SP0591SL50,100W/120V SPALIGHT 50 FT CORD -INCANDESCENT-,$135.50 ,,6.10E+11,1,Hayward,wholegood
SP1022C250,PLUG W/O-RING -250 BULK PAK-,$133.50 ,,6.10E+11,1,Hayward,wholegood
SP0570N50,100W/12V DURALITE SERIES 50FT CORD,$132.63 ,,6.10E+11,1,Hayward,wholegood
SP0582L30,300W/120V ASTROLITE SERIES 30FT CORD,$132.63 ,,6.10E+11,1,Hayward,wholegood
SP0582SL30,300W/120V ASTROLITE SERIES 30FT CORD,$132.63 ,,6.10E+11,1,Hayward,wholegood
YS00200TU,"2"" CLEAR PVC Y-STRAINER,THD TRUE UNION",$132.57 ,,6.10E+11,1,Hayward,
YS00200SU,"2"" PVC Y-STRAINER, SOC. TRUE UNION",$132.57 ,,6.10E+11,1,Hayward,
YS10200SU,"2"" PVC Y-STRAINER, SOC. TRUE UNION",$132.57 ,,6.10E+11,1,Hayward,
YS10200TU,"2"" PVC Y-STRAINER, THD. TRUE UNION",$132.57 ,,6.10E+11,1,Hayward,
SP0583L15,500W/120V ASTROLITE SERIES 15FT CORD,$132.20 ,,6.10E+11,1,Hayward,wholegood
SP0583SL15,500W/120V ASTROLITE SERIES 15FT CORD,$132.20 ,,6.10E+11,1,Hayward,wholegood
AQL2-BASE-RF,"BASE STATION, WIRELESS",$130.91 ,,7.61E+11,1,Hayward,wholegood
SP0590HSL30,75W/12V SPALIGHT 30 FT CORD -HALOGEN SERIES-,$130.12 ,,6.10E+11,1,Hayward,wholegood
SF10200T,"2"" PVC SELF-ALIGNING BULK- HEAD FITTING, THD.",$129.69 ,,6.10E+11,6,Hayward,
V&A-1P,"VALVE ACTUATOR-1.5 IN, 3 PORT",$129.50 ,,7.61E+11,6,Hayward,wholegood
V&A-2P,"VALVE ACTUATOR-2 IN,3 PORT",$129.50 ,,7.61E+11,1,Hayward,wholegood
DC176PAK24,"HOSE-GREEN, 24 PACK",$128.80 ,,6.10E+11,1,Hayward,wholegood
DC2072PAK24,"HOSE, SILVER, 24PCS",$128.80 ,,6.10E+11,1,Hayward,wholegood
500,AQUABUG UNITIZED,$128.34 ,,6.10E+11,1,Hayward,wholegood
700,DIVER DAVE,$128.34 ,,6.10E+11,1,Hayward,wholegood
900,WANDA THE WHALE,$128.34 ,,6.10E+11,1,Hayward,wholegood
YS20050S,"1/2"" CPVC Y-STRAINER, SOC.",$126.72 ,,6.10E+11,24,Hayward,
YS20050T,"1/2"" CPVC Y-STRAINER, THD.",$126.72 ,,6.10E+11,24,Hayward,
C250,25 SQ FT STAR CLEAR FILTER,$125.85 ,,6.10E+11,1,Hayward,wholegood
SP10852OMTE,WIDE TRACK AUTO-SKIM W/MAIN DRAIN & FITTINGS,$125.19 ,,6.10E+11,1,Hayward,wholegood
SP10852OMTEDGR,WIDE TRACK AUTO-SKIM W/MAIN DRAIN & FITTINGS DGR,$125.19 ,,6.10E+11,1,Hayward,wholegood
SP0590SL30,100W/12V SPALIGHT 30 FT CORD -INCANDESCENT-,$124.56 ,,6.10E+11,1,Hayward,wholegood
SP0592HSL30,250W/120V SPALIGHT 30 FT CORD -HALOGEN SERIES-,$124.16 ,,6.10E+11,1,Hayward,wholegood
SP058115,300W/12V ASTROLITE SERIES 15FT CORD,$124.15 ,,6.10E+11,1,Hayward,wholegood
SP0581S15,300W/12V ASTROLITE SERIES 15FT CORD,$124.15 ,,6.10E+11,1,Hayward,wholegood
AR10075ST,"3/4"" PVC AIR RELEASE ST FPM",$124.01 ,,6.10E+11,12,Hayward,
SP0582L15,300W/120V ASTROLITE SERIES 15FT CORD,$123.47 ,,6.10E+11,1,Hayward,wholegood
SP0582SL15,300W/120V ASTROLITE SERIES 15FT CORD,$123.47 ,,6.10E+11,1,Hayward,wholegood
SP0591HSL30,100W/120V SPALIGHT 30 FT CORD -HALOGEN SERIES-,$123.35 ,,6.10E+11,1,Hayward,wholegood
BS12001/8,"1/8"" PERF,PVC,2"" BASKET ""NEW""",$123.03 ,,6.10E+11,1,Hayward,
SP0591SL30,100W/120V SPALIGHT 30 FT CORD -INCANDESCENT-,$122.70 ,,6.10E+11,1,Hayward,wholegood
SP058030,100W/12V ASTROLITE SERIES 30FT CORD,$122.68 ,,6.10E+11,1,Hayward,wholegood
SP0580S30,100W/12V ASTROLITE SERIES 30FT CORD & S.S. RIM,$122.68 ,,6.10E+11,1,Hayward,wholegood
YS00200S,"2"" CLEAR PVC Y-STRAINER,SOC",$121.38 ,,6.10E+11,1,Hayward,
YS00200T,"2"" CLEAR PVC Y-STRAINER,THD",$121.38 ,,6.10E+11,1,Hayward,
YS10200TE,"2"" PVC Y STRAINER THD EPDM",$121.38 ,,6.10E+11,1,Hayward,
YS10200S,"2"" PVC Y-STRAINER, SOC.",$121.38 ,,6.10E+11,1,Hayward,
YS10200T,"2"" PVC Y-STRAINER, THD.",$121.38 ,,6.10E+11,1,Hayward,
SP0590HSL15,75W/12V SPALIGHT 15 FT CORD -HALOGEN SERIES-,$118.56 ,,6.10E+11,1,Hayward,wholegood
SP0590SL15,100W/12V SPALIGHT 15 FT CORD -INCANDESCENT-,$116.68 ,,6.10E+11,1,Hayward,wholegood
V1032LG,"32"" CONN HOSE BULK PAK, LG,24PK",$116.29 ,,6.10E+11,1,Hayward,
GC-3-5PK,"SWITCH-FREEZE,SNAP 3K-OHM  5 PAK",$116.00 ,,7.61E+11,1,Hayward,wholegood
RC32000QC,POWER SUPPLY QC 240V UK PLUG,$115.64 ,,6.10E+11,1,Hayward,wholegood
AQL-WW-P-4,"REMOTE-WIRED,WALL MOUNT P-4 ONLY",$115.27 ,,7.61E+11,12,Hayward,wholegood
SP10841OMTE,"1-1/2"" AUTO-SKIM W/MAIN DRAIN & ACCY PACK",$114.18 ,,6.10E+11,1,Hayward,
YS00150SU,"1-1/2"" CLEAR PVC Y-STRAINER,SOC TRUE UNION",$113.85 ,,6.10E+11,1,Hayward,
YS00150TU,"1-1/2"" CLEAR PVC Y-STRAINER,THD TRUE UNION",$113.85 ,,6.10E+11,1,Hayward,
YS10150SU,"1-1/2"" PVC Y-STRAINER, SOC. TRUE UNION",$113.85 ,,6.10E+11,1,Hayward,
YS10150TU,"1-1/2"" PVC Y-STRAINER, THD. TRUE UNION",$113.85 ,,6.10E+11,1,Hayward,
SP0740DE,2 IN 4-WAY VALVE FOR DE FILTER,$113.18 ,,6.10E+11,1,Hayward,
SP0715XR50,2 IN MULTIPORT VALVE FOR   DE FILTER,$113.16 ,,6.10E+11,1,Hayward,
SP0715X62,VALVE ASSY -SIDE MOUNT FILTER-,$113.13 ,,6.10E+11,1,Hayward,wholegood
SP058015,100W/12V ASTROLITE SERIES 15FT CORD,$111.89 ,,6.10E+11,1,Hayward,wholegood
SP0580S15,100W/12V ASTROLITE SERIES 15FT CORD & S.S. RIM,$111.89 ,,6.10E+11,1,Hayward,wholegood
DAB1010UEE,"1"" PVC MAN DIA VLV SOC/THD EPDM",$111.23 ,,6.10E+11,1,Hayward,
LTBUY11300,UCL 300W WALL MOUNT TRANSFORMER,$109.58 ,,6.10E+11,1,Hayward,wholegood
HCV20715,VALVE ASSY -SIDE MOUNT FILTER-,$109.35 ,,6.10E+11,1,Hayward,wholegood
HCV275,VALVE ASSY -SIDE MOUNT FILTER-,$109.35 ,,6.10E+11,1,Hayward,wholegood
YS00125TU,"1-1/4"" CLEAR PVC Y-STRAINER,THD",$108.43 ,,6.10E+11,1,Hayward,
YS00125SU,"1-1/4"" CLR PVC Y-STRAINER,SOC.TRUE UNION",$108.43 ,,6.10E+11,1,Hayward,
YS10125SU,"1-1/4"" PVC Y-STRAINER, SOC. TRUE UNION",$108.43 ,,6.10E+11,1,Hayward,
YS10125TU,"1-1/4"" PVC Y-STRAINER, THD. TRUE UNION",$108.43 ,,6.10E+11,1,Hayward,
P-KIT,"KIT-PLUMBING,2 UN,1 FLO SWTCH",$106.38 ,,7.61E+11,1,Hayward,wholegood
WG1061HF2PAK2,SUCTION OUTLETS 3 IN W/HF 9X9 COVERS,$104.36 ,,6.10E+11,1,Hayward,wholegood
WG1061LV2PAK2,SUCTION OUTLETS 3 IN W/LV 9X9 COVERS,$104.36 ,,6.10E+11,1,Hayward,wholegood
SP071620T,2IN MULTIPORT VALVE W/CLAMP & O-RING,$104.17 ,,6.10E+11,1,Hayward,
